sample.mean
51.131
50.3
52.797
54.75
48.931
50.068
54.271
45.529
46.98
53.111000000000004
51.794
50.762
51.028999999999996
52.145
48.662
51.252
54.313
51.442
51.039
49.400999999999996
48.457
53.821999999999996
48.461
52.353
53.299
52.714
55.286
46.001
53.083
50.587
49.68
49.235
43.48
48.13
52.412
59.098
50.521
49.292
52.631
55.995999999999995
53.689
51.322
52.209
56.783
52.157000000000004
54.062999999999995
52.065
48.678
52.594
54.045
50.775999999999996
50.138
52.842
54.545
53.189
51.735
48.939
56.831
49.454
51.469
51.393
51.243
52.817
47.306
54.433
52.369
48.649
50.831
56.191
47.721000000000004
48.756
51.410000000000004
51.638
49.192
49.144
47.408
50.724
48.78
53.291
53.404
54.086
50.282
49.014
49.207
53.122
45.384
52.601
49.482
52.842
54.874
52.311
53.056
52.875
55.859
49.566
52.128
48.831
54.913
45.698
49.013999999999996
51.81
51.24
53.936
48.873
48.533
46.158
51.805
50.922
47.388999999999996
49.65
51.074
47.918
49.791
51.134
54.215
54.773
52.971
48.35
49.114000000000004
51.875
48.253
52.153999999999996
52.219
52.044
48.438
53.755
51.259
47.668
50.922
44.74
49.995000000000005
49.644
52.289
51.804
53.397
55.103
46.008
53.132
50.732
53.163
52.01
51.197
52.536
49.057
50.699
48.12
52.07
48.837
53.597
52.123
52.937
53.214
52.05
54.147999999999996
53.269
51.563
50.687
49.696
54.048
53.607
54.249
49.471000000000004
49.031
53.964999999999996
47.3
54.627
52.487
48.13
52.257
48.133
51.943
53.211
50.85
51.224
52.789
49.061
48.018
49.971
50.841
52.7
47.982
53.497
46.664
54.93
49.412
53.95
49.642
53.039
50.242000000000004
44.974
52.445
50.312
52.677
53.577
51.032
49.897
53
52.611000000000004
49.935
47.424
54.554
49.867000000000004
51.039
51.747
51.428
52.699999999999996
47.757999999999996
52.76
49.506
52.013
50.765
52.232
45.089
58.584
51.915
44.582
50.548
50.862
53.294
56.372
55.275
50.567
53.709
50.671
56.679
50.509
51.412
45.598
50.54
49.238
55.64
52.259
51.028999999999996
56.866
46.22
46.272
49.757
53.387
48.353
50.618
51.498
51.122
50.83
51.989
48.138
53.955999999999996
53.650999999999996
49.755
51.525
51.131
52.887
48.49
54.586
49.042
51.872
60.3
52.5
49.374
54.407
50.499
51.941
49.599000000000004
51.915
54.514
48.741
55.147
51.66
49.747
52.32
51.14
50.464
51.86
49.2
51.349000000000004
49.157000000000004
50.899
47.628
50.256
47.692
47.328
46.692
53.129000000000005
51.230000000000004
50.288
52.878
54.591
49.116
51.376
45.538
52.152
48.031
52.465
51.321
50.477
48.432
47.613
47.319
49.945
46.082
48.002
51.53
50.603
52.439
51.002
48.089
50.046
54.633
55.18
51.295
52.059
48.510999999999996
47.301
49.329
52.931
52.522
53.357
49.051
52.241
55.919
53.236
51.519
47.799
50.626
49.684
54.341
51.256
52.878
56.906
49.31
48.552
51.12
50.715
50.283
50.527
50.532000000000004
50.256
47.352000000000004
51.242
52.692
52.823
50.358
48.384
52.315
47.338
51.44
51.628
48.14
52.528
54.127
51.762
56.234
49.495
54.102000000000004
56.104
51.338
48.55
52.291
51.354
55.349000000000004
48.302
54.655
52.569
52.448
50.131
48.931
52.841
53.941
49.635
51.589999999999996
49.109
52.425
47.153999999999996
48.491
50.735
48.48
51.51
48.664
50.232
52.223
46.97
51.614
49.234
54.552
50.283
49.314
48.151
54.333
55.272
56.057
53.172
53.059
51.304
51.646
53.608000000000004
52.692
47.906
50.67
50.897999999999996
53.216
48.284
51.685
49.111000000000004
52.144
50.34
50.2
51.298
51.507
49.807
53.911
48.7
54.491
50.716
46.683
53.161
48.692
48.036
44.018
50.893
52.501
49.551
52.009
55.656
47.809
49.209
50.517
54.41
43.887
50.488
51.35
48.631
53.937
49.33
54.951
53.147
51.907
47.48
49.187
47.609
51.309
55.087
55.705
48.928
52.047000000000004
50.441
59.359
56.372
54.269
48.84
51.24
46.95
51.427
48.537
47.981
52.676
47.633
51.757
52.659
47.486
54.378
48.43
50.597
52.668
55.859
49.738
53.69
53.231
53.109
47.954
53.435
48.809
52.259
49.448
52.179
50.29
49.496
52.191
49.738
47.302
49.394
48.966
48.553
52.837
49.318
56.607
50.639
52.22
55.628
48.199
56.135999999999996
45.414
50.248000000000005
47.064
55.202
51
58.333
48.956
50.123
46.771
49.685
49.66
51.6
48.400999999999996
54.739
54.083
51.272
52.238
47.883
50.956
55.782
51.347
48.722
53.429
48.804
51.094
50.936
53.877
51.731
53.41
48.161
55.571
49.498
52.903999999999996
50.052
48.855
49.709
47.885
53.9
49.543
50.342
54.568
53.594
49.018
47.161
57.105000000000004
52.579
48.476
50.69
51.305
48.435
53.927
48.934
49.388
47.009
49.803
48.513
55.559
51.341
48.222
55.658
53.077
54.233999999999995
48.442
52.691
49.743
52.473
52.691
48.841
55.964
54.626
53.432
48.488
46.851
50.144
50.689
52.072
51.748999999999995
53.524
50.377
53.967
49.472
48.953
51.272999999999996
50.288
49.483
48.053
53.376
50.433
52.79
53.122
54.644
52.033
54.086
51.586
54.455
53.53
47.266999999999996
52.897
55.342
50.663
50.856
51.438
52.944
52.551
52.336
51.321
50.033
49.464
50.029
49.403
51.999
49.709
49.726
50.122
56.385
52.963
49.962
49.261
49.481
47.453
53.622
53.362
58.269
47.023
47.998
50.499
54.216
52.453
55.257
49.498
50.791000000000004
51.103
54.138
49.628
48.905
49.284
53.089
50.416
54.104
48.676
49.19
49.223
48.628
49.546
49.214999999999996
49.364
55.165
50.052
51.933
54.049
47.173
49.899
50.222
49.747
50.885
51.344
51.583
50.347
46.389
55.156
51.631
48.786
52.839
49.737
52.271
50.58
55.008
52.586
48.969
48.522
54.214
45.619
53.249
52.039
