sample.mean
52.08
50.699
56.166
47.75
46.363
48.603
51.04
47.053
53.735
53.13
49.947
51.329
51.25
50.207
48.919
48.657
44.649
55.44
52.711
53.466
55.786
56.298
57.763
47.737
50.103
52.021
49.079
54.597
47.095
49.46
50.486
51.24
46.865
55.802
47.282
51.185
50.842
56.013999999999996
49.144
49.758
47.562
47.385
54.722
52.891
49.563
55.818
46.219
51.257
48.88
52.799
55.042
48.88
48.81
50.611
48.272
50.339999999999996
48.824
53.466
51.916
51.901
49.144
52.447
58.03
56.076
45.172
49.387
53.206
50.692
48.367
53.566
52.06
50.706
46.247
50.27
51.704
